wt_1,lak_1,wt_2,lak_2,wt_3,lak_3
Dr.16806.1.A1_at,7.960857691,9.424552798,9.136734274,8.66565128,8.376648564,7.568557517
Dr.10031.1.A1_at,2.359602603,2.319889408,2.416589879,2.417005343,2.375912379,2.40419553
Dr.25865.1.S1_at,1.793384649,1.775406749,1.829386696,1.834756719,1.798966191,1.802119366
Dr.14511.1.A1_at,2.12834683,2.1176855,2.171722267,2.155229743,2.128486197,2.146110116
Dr.5759.1.A1_at,2.026450788,2.020824127,2.100206206,2.069010478,2.025987146,2.052423313
Dr.8214.2.A1_at,2.100096612,2.079949264,2.158494295,2.1344695,2.098647316,2.132358811
Dr.18130.2.A1_at,2.020161889,1.982892924,2.068403359,2.057104829,2.020454892,2.058088457
Dr.20374.1.A1_at,2.179202723,2.162338083,2.26396558,2.228264501,2.188967964,2.253976913
Dr.3611.2.S1_at,7.897981668,8.38736537,8.402959819,7.986016074,7.495859855,7.3412878
Dr.12497.1.S1_at,2.51428845,2.482544489,2.598941452,2.569561661,2.515064001,2.564214622
Dr.18404.1.A1_at,3.96013422,3.970132489,4.13630185,4.021476013,3.903935478,3.990078208
Dr.9014.1.A1_at,5.143928169,5.141176579,5.135317427,5.066419854,5.010313523,5.097007529
Dr.17783.2.A1_at,5.620137644,6.499376001,5.122478337,3.932955645,4.483002857,4.974857015
Dr.14529.1.S1_at,3.875008437,4.866290004,4.959899761,4.322713865,4.155562089,3.666244864
Dr.25463.1.A1_x_at,1.762905451,1.753752154,1.82299807,1.790597746,1.763667449,1.794932754
Dr.6366.1.A1_at,9.277089144,9.817804534,10.33407567,9.82731855,9.524509377,9.406412066
Dr.15722.1.S1_at,2.145265429,2.14216552,2.213436757,2.184049789,2.151081853,2.173551362
Dr.5803.1.S1_a_at,9.930103385,9.983885865,10.4004451,9.963000521,9.309689608,9.625621324
Dr.18489.1.A1_at,2.561158585,2.537780105,2.687979159,2.634747174,2.585311289,2.648214712
Dr.26435.1.A1_at,9.523559526,9.620958351,9.909762961,9.511209829,9.563687015,9.815058248
Dr.24241.1.S1_at,3.787569468,4.181103597,11.18241677,11.20637622,10.54249839,9.697272667
Dr.18763.1.A1_at,2.490556451,2.476101633,2.611668752,2.565944619,2.510009862,2.557739374
Dr.562.1.S1_at,2.548759293,2.564889017,2.642026445,2.608156261,2.569357133,2.597700932
Dr.4446.1.A1_at,3.040926871,3.066781167,2.939281414,3.026560043,3.128518142,3.032174385
Dr.25156.2.A1_x_at,2.343954692,2.314409364,2.443756057,2.406083074,2.350746204,2.405495055
Dr.15219.2.S1_a_at,7.093615954,7.179068056,8.080884263,8.117962229,7.691236877,7.622234576
Dr.17624.1.S1_at,2.038742911,2.038785294,2.092611908,2.077616289,2.056766379,2.062504923
Dr.4543.1.S1_at,2.217188969,2.200524728,2.307547521,2.275459109,2.223484541,2.261149049
Dr.15101.2.S1_at,2.716069776,2.668154989,2.758459686,2.753340495,2.704689588,2.746410491
Dr.4412.13.A1_x_at,2.8848456,2.863011053,2.921513517,2.92029901,2.915759106,2.929259556
Dr.20111.1.A1_at,4.609600002,4.206071419,3.892913749,4.424333483,4.552832974,4.495149849
Dr.15575.1.A1_at,1.980113026,1.961833158,2.026314989,2.019782551,1.978698878,1.994024626
Dr.23343.1.S1_at,2.009992701,1.995848104,2.07152873,2.0460288,2.003840384,2.03337354
Dr.7076.1.A1_at,2.698969993,2.726557265,2.834872175,2.800765023,2.771134472,2.789055696
Dr.25140.8.A1_at,4.444882224,4.202536053,4.506016214,4.243098124,5.823888093,6.461478755
Dr.18221.1.A1_at,1.853735828,1.849921731,1.912139178,1.89006658,1.859923748,1.876313934
Dr.22139.1.A1_at,2.433452069,2.417897835,2.475478,2.468524481,2.431043845,2.444253159
Dr.5112.1.S2_at,10.06642543,10.10789654,11.35318629,11.12516129,9.503122295,9.784649741
Dr.16068.1.S1_at,2.04204804,2.018946238,2.107199519,2.084399158,2.033179334,2.068581834
Dr.20882.1.A1_at,2.050470275,2.033983379,2.095026946,2.085564258,2.054201045,2.070786803
Dr.25694.1.S1_at,2.078771815,2.076693271,2.15820046,2.126727854,2.090430253,2.113888307
Dr.16535.1.A1_at,1.794463032,1.784226342,1.843526894,1.821072913,1.782886776,1.805991926
Dr.17896.1.A1_at,2.282301115,2.294801904,2.388613229,2.355886008,2.343537062,2.353359532
Dr.10709.1.S1_at,8.965036295,9.440698817,9.370565303,9.099346916,9.848473593,9.575980526
Dr.1145.1.S1_at,9.205623709,9.633315877,9.239527608,9.009877148,9.285840511,9.030490406
Dr.15287.1.S1_at,9.625643892,9.820696321,10.72792555,10.98285974,12.18589562,11.60422201
Dr.15023.1.S1_at,2.798649823,2.81585096,2.934468569,2.902181358,2.82387866,2.850350098
Dr.550.1.S1_at,2.524621756,2.512824516,2.579877083,2.556409182,2.520555817,2.546146115
Dr.8097.1.S1_at,5.469773978,5.746303066,7.164475299,6.271840585,5.568337819,6.063324478
Dr.4723.2.A1_x_at,2.205049198,2.18714417,2.285570349,2.252833467,2.201848316,2.241667138
Dr.4432.1.A1_at,9.343610215,9.622056509,9.364748938,9.269087004,10.26212607,10.01970708
Dr.853.1.A1_at,9.895821175,9.931320377,9.932707743,9.838131215,9.998438809,10.04188656
Dr.8987.1.A1_at,10.8388656,10.9222192,11.32013278,11.26172974,11.03868888,11.03905704
Dr.7855.2.S1_at,2.275734178,2.774312363,2.309453165,2.179174499,2.59409084,2.286879546
Dr.3749.1.A1_at,11.11427063,11.04308416,11.41239872,11.21696116,10.39294787,10.60635881
Dr.15420.1.S1_at,1.779709209,1.771950912,1.835468256,1.815790399,1.777955857,1.796055697
Dr.13748.1.S1_at,2.700421861,2.67475365,2.772264076,2.753829064,2.706172646,2.739886959
Dr.22150.1.S1_at,2.315882461,2.322486852,2.380540603,2.348142009,2.318088529,2.334323084
Dr.16478.1.A1_at,2.887000525,2.857287476,3.080112222,7.268009691,7.666614535,2.875201611
Dr.17180.1.A1_at,3.733476695,4.094179384,4.055102338,4.784310132,4.074205617,2.831578275
Dr.409.1.S1_at,8.150293891,8.930443282,8.641614329,8.306159835,8.722614491,8.367645466
Dr.19420.1.A1_at,7.104968404,7.04342673,7.539627957,7.075792066,6.292709668,6.74209091
Dr.13416.1.S1_at,2.98504087,2.891965108,3.026347157,2.957811273,2.974431802,3.159765374
Dr.22774.1.A1_at,3.071552677,3.075039329,3.140535636,3.115194338,3.063292093,3.094972033
Dr.9049.1.S1_at,4.504891353,5.027010964,4.44298103,4.547320116,4.562673014,4.01456588
Dr.10183.1.S2_at,2.52838726,2.530414921,2.646545116,2.610079227,2.542362788,2.588203435
Dr.12647.1.A1_at,6.630160132,6.353551173,4.259673679,5.127023381,7.445845907,7.021357961
Dr.15049.1.A1_at,3.032932641,3.072241326,3.287598817,3.156275007,3.180637639,3.252817157
Dr.2596.2.A1_x_at,3.123588272,3.201553118,3.237825939,3.127702438,3.113854657,3.130095266
Dr.58.1.A1_at,7.241979009,7.557682744,8.160418502,7.511968798,7.383553387,7.638459375
Dr.13041.1.A1_at,2.547936375,2.545301932,2.667047327,2.611962871,2.554555637,2.600337337
Dr.17542.1.A1_at,2.054223975,2.04270291,2.082949928,2.08895253,2.055118901,2.069481027
Dr.18627.1.A1_at,8.175767131,7.871449532,7.281787966,7.89098397,6.902586877,6.493993655
Dr.26369.1.A1_at,10.29811567,10.41101863,10.23520247,10.23449652,10.99123828,10.92165437
Dr.12556.1.A1_at,2.078658357,2.064460271,2.112921303,2.094767961,2.054937553,2.078075695
Dr.17171.1.A1_at,2.011794994,2.003797962,2.058764741,2.037968983,2.016155824,2.035830667
Dr.14751.1.A1_at,3.765805612,3.420010939,3.331553501,3.881737021,4.086367049,3.810530926
DrAffx.1.19.S1_at,2.318293037,2.30064603,2.410196781,2.378585445,2.328218783,2.366731807
Dr.14793.1.S1_at,3.79525576,3.738793859,3.812310264,3.835709441,3.79062822,3.812833011
Dr.9746.13.S1_at,9.60008449,9.940014391,9.535702591,9.491473134,9.43379584,9.083647671
Dr.14419.1.S1_at,1.723471374,1.728782376,1.758035135,1.730863026,1.726944076,1.739877811
Dr.1194.1.S1_at,11.88802991,11.50157594,11.77474981,12.3365017,12.33212257,12.22986625
Dr.11838.1.S1_at,1.860275777,1.848590453,1.88528803,1.873096093,1.852302034,1.867446386
Dr.23962.1.A1_at,9.219253523,9.417394608,9.220993211,9.520368816,9.334848767,8.770573015
Dr.322.2.A1_a_at,8.211537536,8.06783578,7.915245113,7.723498275,7.665433959,7.959103939
Dr.22059.1.S1_at,3.125981123,3.032854924,3.212719383,3.215184713,3.161790047,3.236451942
Dr.2483.1.S1_at,10.55903115,10.52206448,10.59840371,10.66542146,10.46124299,10.41573851
Dr.3875.1.A1_at,11.78864995,11.67355255,11.68752342,11.81387041,11.82090895,11.79073654
Dr.7375.1.A1_at,3.091504104,3.052663063,3.316214022,3.276633125,3.134131337,3.196324462
Dr.18616.2.A1_at,3.20859796,3.508028452,3.461160344,3.571972971,3.767093384,3.301722549
Dr.12550.1.S2_at,6.074373216,6.001681699,6.575401777,6.558687262,5.838820036,5.967410464
Dr.16090.1.S1_at,3.245914984,3.249608781,3.369675318,3.305207165,3.220452909,3.294669664
Dr.13699.1.S1_at,7.487751743,7.713948372,7.20726654,7.871015207,5.084230755,4.384991178
Dr.16738.1.A1_at,2.5282206,2.518647592,2.618254301,2.590126943,2.538716456,2.587098665
Dr.21059.1.S1_at,2.353340346,2.302928284,2.374465999,2.378396225,2.350977232,2.386973418
Dr.23462.1.S1_at,8.650059055,8.350865755,8.75532225,8.91470449,8.385845239,8.568163879
Dr.10335.1.S1_at,1.899955998,1.891542985,1.964548749,1.939090918,1.908447177,1.932921412
Dr.25363.1.A1_at,2.145406519,2.131838897,2.230152185,2.199544575,2.153072692,2.187063474
Dr.25167.1.S2_at,2.304994042,2.227951504,2.265018084,2.345510938,2.243153321,2.253450239
Dr.16789.2.S1_at,2.964716244,2.828391116,3.148291625,3.079758796,3.035050208,3.212918583
Dr.19345.2.S1_at,9.295055077,9.604978933,9.574803246,9.241087399,9.323396672,9.391696544
Dr.1449.1.S1_at,2.473377134,2.466493815,2.547849496,2.516151823,2.471707121,2.5005191
Dr.1793.1.A1_at,7.980462675,8.28865075,8.104240836,7.249402086,8.103814896,8.763493605
Dr.16537.1.A1_at,1.789202788,1.780001417,1.826999695,1.827176054,1.785796833,1.803572672
Dr.7484.1.S1_at,13.25277851,13.57941903,12.8870877,13.01863273,13.10602049,12.58025438
Dr.23955.1.A1_at,2.314867657,2.307061838,2.426699043,2.41115806,2.350862479,2.384698541
Dr.20962.1.S1_at,1.902096016,1.887946182,1.972916229,1.948656934,1.914595404,1.943364641
Dr.13572.1.A1_at,6.081553035,6.258050353,6.252100473,6.244008168,6.206275287,6.010826238
Dr.17413.1.A1_at,9.202575474,9.280369517,7.826589628,8.575707789,9.033849051,8.080676582
Dr.1101.1.A1_at,4.011787395,3.967419267,4.339798451,4.31591943,3.98658251,4.033102601
Dr.19467.1.A1_at,11.26557331,12.24141745,11.67154019,11.48675267,10.93156581,10.26910327
Dr.17397.1.A1_at,11.01837102,11.21123408,11.53552924,11.33361155,11.5971706,11.64409076
Dr.25168.1.S1_at,4.975398568,5.320297314,5.467984536,4.981833311,5.342240333,5.545004662
Dr.11660.1.A1_at,9.736318524,9.962731945,10.26870315,9.942735957,9.021154899,9.053070668
Dr.3696.1.S1_at,2.209706676,2.201410441,2.289638718,2.267505012,2.214070715,2.235039786
Dr.11256.1.A1_at,9.77680286,9.270530175,9.735317748,9.440451684,9.658933822,10.36973181
Dr.18371.1.A1_at,2.179087969,2.16185701,2.219507712,2.197127343,2.152420669,2.182732047
Dr.12066.1.S1_at,9.633945465,10.13158163,9.842220601,9.439913357,9.35628781,9.191828374
Dr.16101.1.S1_at,8.205067318,8.710699565,8.336962109,8.329112879,6.983503056,6.361523854
Dr.22047.1.A1_at,10.59592547,10.41725986,10.89621882,10.59419524,10.24634412,10.78908658
Dr.8207.1.S2_at,2.235647327,2.22096507,2.301757049,2.289050251,2.240239911,2.277227751
Dr.2621.1.A1_at,8.371174344,8.693836547,8.803693037,8.788948692,9.231554213,8.871182376
Dr.19554.2.A1_at,3.692702556,3.694359478,3.854941774,3.795546654,3.717316169,3.788559264
Dr.5789.1.S1_at,1.966437884,1.97157328,2.035969079,2.00238159,1.967626376,1.986835219
Dr.1753.1.S1_at,8.365145039,8.542870763,8.960842002,8.899610617,8.528481901,8.375813347
Dr.26135.2.S1_at,6.26011528,6.489746689,6.33989575,6.218724136,6.368874304,6.231670622
Dr.571.1.S1_at,1.976634499,1.962029883,2.007632211,1.995202933,1.976080815,1.99452777
Dr.19788.1.A1_at,2.052472285,2.043500803,2.101745885,2.079214655,2.065189021,2.087797093
Dr.25009.3.A1_at,2.469262321,2.44380537,2.58326931,2.546611869,2.487540881,2.538138492
Dr.7869.1.S1_x_at,9.577606939,9.536850306,9.441447609,9.749317176,9.992746947,9.681618935
Dr.24387.1.A1_at,9.969322993,10.01236505,10.70663557,10.32246345,9.486544284,9.764886116
Dr.12265.1.A1_at,2.789399999,2.75314532,2.905517203,2.862848093,2.792615097,2.85888065
Dr.4047.1.S1_at,6.714854709,7.836990386,5.863049025,6.109193439,7.854959973,6.295335742
Dr.25876.1.A1_at,3.154366317,3.134157446,3.19159395,3.178915155,3.1423262,3.16632849
Dr.20841.1.S1_at,7.418908066,7.506128674,8.139281832,7.886444524,7.09601589,7.210449342
Dr.13585.1.A1_at,2.390684889,2.36108245,2.496812217,2.463720621,2.428237611,2.479439822
Dr.22710.1.A1_at,3.411521826,3.254172839,3.180066009,3.28114109,3.237302443,3.273596112
Dr.21959.1.A1_at,2.2626948,2.246583693,2.333317959,2.314744956,2.268344335,2.312936758
DrAffx.1.80.S1_at,1.81059363,1.806509774,1.86162044,1.844855029,1.815662848,1.827959931
Dr.9933.2.A1_at,2.046746778,2.05175203,2.115301768,2.089583678,2.043704778,2.073623601
Dr.9205.1.S1_at,11.64935979,11.89819623,11.70361604,11.71934706,11.88772749,11.58640462
Dr.742.1.S1_at,9.375701546,9.579216624,8.783597723,8.882871858,8.760303315,8.397406861
Dr.22145.1.A1_at,2.266297253,2.247458113,2.334398141,2.300718179,2.24428823,2.286768515
Dr.18673.1.A1_at,2.374971615,2.349499694,2.48394576,2.450771136,2.376510767,2.424056939
Dr.11707.2.A1_at,6.628548305,6.63277382,7.124114564,6.667292237,5.316482087,5.679142753
Dr.21515.1.A1_at,1.779352125,1.764582241,1.827472426,1.807160153,1.780544036,1.806745047
Dr.13265.1.A1_at,2.342710343,2.307157022,2.398260418,2.370913382,2.333134479,2.385507678
Dr.23664.1.A1_at,12.05980405,11.66039391,11.14237196,11.17110079,11.67715629,12.11574997
Dr.4252.1.A1_at,10.56358391,10.63028626,11.02015659,10.92380186,10.90126653,10.90740895
Dr.24989.1.S1_at,2.387441695,2.397184652,2.46155435,2.431657375,2.39689055,2.426279669
Dr.16397.1.A1_at,2.833506449,2.825198546,2.966427264,2.907712099,2.85764334,2.912665233
Dr.5851.1.S1_at,10.0701355,10.68216585,10.71910618,10.24621187,10.33750417,10.12416659
DrAffx.1.49.S1_at,1.883497195,1.870110606,1.927154919,1.909033138,1.881822717,1.904656135
Dr.20489.1.A1_at,8.86167265,8.442716827,8.170439915,8.399258945,8.459528774,8.600412043
Dr.14972.1.S1_at,3.314085504,3.283903013,3.462859339,3.40651488,3.329995915,3.402998503
Dr.3865.1.A1_at,9.879580604,8.272746573,5.687934832,6.83152506,7.546075801,8.243111276
Dr.18184.1.S1_at,1.823577361,1.812273313,1.869742255,1.848051037,1.819627647,1.84389057
Dr.5722.1.S1_at,2.007588046,1.993398237,2.050880381,2.038615403,2.007126961,2.042522201
Dr.23468.1.A1_at,8.946551651,9.041843196,9.705910914,9.753536239,9.450176804,9.266146509
Dr.7095.1.A1_at,2.202019638,2.169420048,2.242451121,2.2209953,2.230518719,2.295667258
Dr.18485.1.A1_at,7.447687823,6.741581432,4.902027652,5.828927729,5.494977428,5.415316744
Dr.18223.1.S1_at,9.573248692,9.806040386,9.263930082,9.39478452,9.872233816,9.459650142
Dr.26283.1.A1_at,2.342337389,2.339150197,2.446721737,2.410345929,2.377398038,2.407075103
Dr.26197.2.A1_at,2.475922356,2.450869367,2.583323195,2.576508895,2.484854543,2.52739947
Dr.12079.1.A1_at,9.854588266,9.716882819,9.138276161,9.211057935,9.701754208,9.804523584
Dr.16600.1.A1_at,3.855422759,3.937298006,4.076162652,4.334870391,4.343887471,4.044043652
Dr.9737.1.S1_at,3.395225791,4.272671506,5.134602422,4.347673958,3.844073969,3.633526834
Dr.8099.1.S1_at,1.914329427,1.90220813,1.953356271,1.938074208,1.913137277,1.932149105
Dr.14838.1.A1_at,2.887229496,2.886324948,2.991135017,2.961563088,2.903712802,2.944179182
Dr.150.2.S1_at,2.260414759,2.245711822,2.310080852,2.291616229,2.262609211,2.305014676
Dr.7925.1.A1_at,10.08986188,10.41463654,10.26572155,10.1273249,9.910757944,9.679046632
Dr.25770.1.S1_at,12.51756456,12.55145816,13.15317057,12.85144252,12.57052588,12.88396445
Dr.24055.1.S1_at,2.710101166,2.69721926,2.797601236,2.753644052,2.702026241,2.748516659
Dr.9986.1.A1_at,8.998923023,9.191004481,9.389809026,9.410407209,9.451757303,9.268654182
Dr.16704.1.A1_at,2.135493333,2.104697908,2.182895918,2.179023348,2.135955089,2.161567374
Dr.25617.1.A1_at,8.581733528,9.101176342,9.598416744,9.267703082,7.920755316,7.631421983
Dr.8850.1.A1_at,7.789310466,8.640586936,9.518522024,8.821673485,8.545466375,8.499782432
Dr.424.1.S1_at,2.387908628,2.378408626,2.424141797,2.410129656,2.436236902,2.451212266
Dr.17183.1.A1_at,2.791061535,2.726888904,2.919735939,2.89995362,2.836185661,2.90633295
Dr.8194.1.S1_at,2.275120681,2.28945996,2.3503491,2.320151203,2.301428536,2.326258061
Dr.19921.1.A1_at,2.668439233,2.641274267,2.760311225,2.705992757,2.674004875,2.76877129
Dr.15882.1.A1_at,10.14875146,10.50854256,10.8464827,10.6531112,10.27330028,10.05617962
Dr.11305.1.A1_at,2.725877728,2.706824772,2.845637542,2.801876144,2.740697797,2.792316607
Dr.13579.1.A1_at,2.299571905,2.315429907,2.392271226,2.352129906,2.317639848,2.332604186
Dr.11225.1.A1_at,2.478624193,2.468663487,2.558923073,2.518215017,2.480803078,2.521629409
Dr.25979.1.A1_at,2.789491478,2.749141711,2.869396542,2.842011311,2.790780471,2.847499791
Dr.1848.2.S1_at,2.211634066,2.180216469,2.247416874,2.238354109,2.196088529,2.2275475
Dr.17463.1.A1_at,3.061039444,3.043211945,3.230294449,3.173927091,3.111215529,3.172450124
Dr.21393.1.A1_at,8.484435278,7.91411479,7.108334838,7.866907795,8.071092753,7.974693015
Dr.436.1.A1_at,2.629386892,2.594488082,2.792385959,2.785179664,2.649467225,2.704415788
Dr.4833.8.S1_at,8.376907902,9.404891843,9.575443361,9.182711654,9.366091576,8.609963418
Dr.21005.1.S1_s_at,2.845320987,2.815280847,2.988726144,2.925636879,2.867675516,2.947241093
Dr.5220.1.S1_at,2.301496257,2.285402676,2.383473033,2.347580319,2.306329403,2.348458764
Dr.4485.1.S1_x_at,9.510370271,8.751717035,7.904517113,8.986188122,9.086226739,8.886190704
Dr.3011.1.A1_at,7.464993859,7.521419435,7.064490739,7.144886354,6.736467064,6.555016412
Dr.21775.1.A1_at,2.354687791,2.338526528,2.373579515,2.38069209,2.347465289,2.364659088
Dr.21260.1.A1_at,9.24201544,9.503414063,8.382825618,7.668840785,6.165268913,6.45615167
Dr.20419.2.A1_at,3.643315757,3.53525481,3.60967024,3.477605092,4.344570304,4.644123407
Dr.8776.1.A1_at,7.183887986,7.817270685,7.900044094,7.326584241,7.322337439,7.339203972
Dr.2955.1.S1_at,2.203013668,2.209718882,2.277775567,2.242566767,2.20024096,2.238077921
Dr.6370.1.A1_at,2.676597196,2.704702594,2.825909128,2.776477733,2.729745541,2.761977888
Dr.18844.1.S1_at,2.269858502,2.258663576,2.354515647,2.326924963,2.275990222,2.305514424
Dr.13918.1.S1_at,2.288993076,2.268880653,2.367030763,2.358183175,2.301374643,2.339792762
Dr.24527.1.S1_at,10.38038892,9.870287322,10.549943,10.3065781,9.642276013,10.31540813
Dr.24743.1.A1_at,6.691462049,5.689464793,5.299674288,4.275418603,4.872671903,6.685487925
Dr.2761.1.A1_at,8.637260726,8.929787883,8.909115299,8.850152002,8.353274925,8.069710123
Dr.17761.1.S1_at,2.538089651,2.514720777,2.632642297,2.590579264,2.525807378,2.580482187
Dr.4412.17.A1_at,3.74409862,5.297367874,3.325701849,3.25745173,8.795505806,7.005643302
Dr.10630.1.A1_at,4.556247619,4.510470965,4.618999079,4.365290629,4.059345511,4.399890696
Dr.16419.1.A1_at,2.653592002,2.625936583,2.801131814,2.728190357,2.671487158,2.758088922
Dr.11590.1.A1_at,5.068861866,3.778900634,3.313974757,3.274048392,3.565381806,5.078325173
Dr.8002.1.A1_at,9.158611396,8.762136141,9.861287554,9.81047519,8.397341405,8.767856033
Dr.21817.1.A1_at,3.183583149,3.116079915,3.258691936,3.28146875,3.376083563,3.437164543
Dr.16388.1.A1_at,3.270801991,3.268042244,3.444518078,3.37260158,3.299742369,3.361477316
Dr.14097.1.S1_at,4.493393239,5.943639555,5.718389398,5.367066426,5.205648188,4.264702197
Dr.1585.1.S1_at,8.861662702,8.418198465,9.387963438,9.311644767,8.217479565,8.814772691
Dr.9148.3.S1_a_at,2.277920266,2.266143721,2.324292535,2.296271688,2.280384148,2.311527708
Dr.24986.1.S1_at,1.757114988,1.741324131,1.807890005,1.793997424,1.755797673,1.777108506
Dr.22365.1.A1_at,2.12190827,2.119081707,2.206217056,2.174412729,2.148183004,2.173841169
Dr.21729.1.A1_at,8.777682723,8.776095031,8.949848161,8.589770443,7.678342137,8.108030497
Dr.5639.1.S1_at,5.816814348,4.948683401,3.891864794,5.092980159,4.983493164,4.786567315
Dr.10554.1.A1_at,11.33525295,11.4175358,11.25320572,11.07553803,10.56842399,10.70525939
Dr.11510.1.A1_at,8.135003402,7.879592558,8.080246711,7.57782063,6.477115504,7.33951658
Dr.10893.1.A1_at,10.79872126,10.71580368,10.71615157,10.70260044,10.74863765,10.83187803
Dr.26142.1.A1_at,1.748225253,1.729424644,1.782647335,1.766786777,1.745475874,1.788959521
Dr.6660.1.S1_at,9.90661918,9.771262803,9.657083086,9.937378016,10.44145194,10.33860612
Dr.10524.1.S1_at,6.379526094,2.600068035,2.665375624,4.650588098,2.684229373,4.088848281
Dr.11146.1.A1_at,1.927156193,1.909622969,1.948943908,1.944136121,1.911904551,1.926346291
Dr.15229.1.A1_at,2.856336949,2.808405026,2.943516988,2.925985718,2.869179224,2.923716807
Dr.17509.1.S1_at,7.260656216,6.47126955,6.472896235,6.865014698,7.252994952,7.562706955
Dr.15851.1.A1_at,4.384828571,4.183197267,4.322959448,4.304601468,4.309977481,4.504177393
Dr.25822.1.S1_at,13.30184618,13.34626134,12.68127398,13.17718634,13.58342158,12.9725965
Dr.26045.1.A1_at,2.782536991,2.768728357,2.922080979,2.867415643,2.806151798,2.863135208
Dr.23965.1.A1_at,8.553886284,8.293382111,6.497914963,6.577075353,7.604706549,7.695820018
Dr.19021.2.S1_at,7.454088018,7.81692245,7.904315722,7.586845483,6.990272851,6.886561273
Dr.8744.1.A1_at,10.84423381,10.46175143,11.71003663,11.43194031,10.87779606,11.62492313
Dr.8086.1.S1_s_at,9.875823023,10.40503455,10.97986287,10.37557103,9.872906549,9.869980588
DrAffx.1.27.S1_at,2.286358806,2.274371493,2.335556811,2.307719301,2.290143856,2.339067496
Dr.17553.1.S1_at,9.016111556,8.460438477,8.322247355,8.44277632,8.464524216,8.839118098
Dr.18549.1.A1_at,1.972696242,1.945492366,1.985105832,1.986317864,1.967212078,1.985214181
Dr.22272.1.S1_at,2.034218722,2.018682761,2.066742692,2.091631181,2.02923342,2.028120887
Dr.6202.1.A1_at,6.758042999,6.295459798,6.753063126,7.042585412,5.87375738,5.981980379
Dr.20940.1.S1_at,8.115598269,8.803115667,8.993363716,8.602485997,9.179452208,8.804751719
Dr.16069.1.S1_at,2.294558485,2.297521553,2.368822334,2.334034899,2.30357998,2.326864758
Dr.425.1.A1_at,10.24764463,10.46473003,10.68452374,10.68551187,10.59909525,10.34853103
Dr.6128.1.A1_at,7.47584521,7.74976707,8.567400626,8.013529117,8.007112479,8.223277761
Dr.14374.1.A1_at,7.557651367,7.592155754,8.594414548,7.922421484,6.569737269,7.11059253
Dr.19697.1.A1_at,1.955225044,1.937689242,2.010818816,1.99670094,1.954053428,1.977467397
Dr.18626.1.A1_at,2.029593867,2.007984077,2.083035144,2.061777537,2.030279692,2.064540743
Dr.23915.1.S1_at,3.461364271,3.535520652,3.713466823,3.58825027,3.538626961,3.57366795
Dr.24249.1.S1_at,6.657013447,4.873340701,3.162755445,5.793855184,6.011667969,5.441660791
Dr.14857.1.S1_at,10.15960475,10.44079469,10.73927604,10.62730634,10.43922545,10.30388532
Dr.25527.1.A1_at,2.225303195,2.235799173,2.330437137,2.274141949,2.228650619,2.264642349
Dr.21742.1.A1_at,8.838652157,8.518895586,8.570495091,8.683735295,8.683449225,8.926316128
Dr.5019.1.A1_at,9.719997185,9.814181099,9.852740545,9.728794013,9.342517479,9.398390648
Dr.11560.1.A1_at,7.831171852,7.790228242,7.872740867,7.430452789,6.373475943,6.938616138
AFFX-Dr-AJ002682-1_s_at,1.738619943,1.720448624,1.778117127,1.759178054,1.739953936,1.785748712
Dr.12776.1.A1_at,2.424574266,2.393039683,2.506822554,2.497063237,2.434527232,2.485580334
Dr.9481.1.A1_at,9.736687195,10.18782651,9.659408411,9.729700643,10.26587221,9.680984052
Dr.1775.1.S1_at,1.931571546,1.915389,1.968617801,1.952250206,1.92727997,1.951899243
Dr.11110.1.A1_at,2.573413853,2.537655395,2.559691085,2.573438608,2.560337509,2.590677501
Dr.22957.1.A1_at,5.153965487,5.874386753,5.227999301,5.168399665,5.171080275,4.592101715
Dr.8670.1.A1_at,7.989091584,8.214051319,6.341752976,6.812032827,8.720658446,8.134303654
Dr.31.1.S1_at,1.877043919,1.864349438,1.931677515,1.905659403,1.877209503,1.907650634
Dr.600.1.S1_at,2.460272766,2.473696629,2.548739811,2.511931285,2.468499226,2.500695643
Dr.15320.1.S1_at,5.65622859,5.233934094,5.959937019,6.14242796,7.31846016,7.46175849
Dr.19674.1.A1_at,7.054813475,7.20485941,5.978393182,6.003064336,6.893929319,6.662566271
DrAffx.2.71.A1_at,2.067573564,2.048933895,2.095313397,2.104625144,2.07338446,2.090464424
Dr.2437.1.S1_at,2.081503281,2.070577349,2.124833366,2.102599161,2.066590075,2.091778344
Dr.20146.1.A1_at,5.352085829,4.328987947,2.908666787,4.528323367,5.191440719,4.767503061
Dr.6228.1.S1_at,10.74577381,11.32085502,11.18117891,11.05730467,11.62792984,11.11008353
Dr.8609.1.A1_at,5.564230076,5.630947033,5.849219323,5.621330104,5.830345653,6.021307567
Dr.7191.1.A1_at,1.828183595,1.813664223,1.878243336,1.865076835,1.835168528,1.855010674
Dr.12771.1.A1_at,8.555632172,8.733486303,8.41953376,8.429020876,8.609376814,8.445225593
Dr.9379.1.S1_at,5.578708945,5.393641445,4.988991606,7.076779331,7.998088381,6.327312674
Dr.6081.1.S1_at,5.504361077,6.148326237,6.09034829,5.547432086,4.9656802,4.946601838
Dr.13132.2.S1_at,7.396539111,6.84350646,6.837264058,7.160614588,6.61730162,6.907102714
Dr.18171.1.S1_at,2.358484592,2.334962525,2.451434874,2.415463147,2.364936558,2.434959134
