wt_1,lak_1,wt_2,lak_2,wt_3,lak_3
AFFX-BioDn-3_at,10.65135536,10.25756551,11.13775133,10.82934115,10.92262923,10.72761846
Dr.4398.1.A1_at,4.065117263,3.436115282,3.563309831,3.388866598,3.654341755,3.412330423
Dr.3320.1.A1_at,8.784992021,8.668560497,8.705052007,8.376895498,8.921983638,8.736122053
Dr.253.1.A1_at,8.145933354,8.331439561,7.88789721,8.148057442,7.520198521,8.072989682
Dr.913.1.S1_at,10.06610487,9.636639099,10.34145934,9.770385646,9.640280135,9.514128895
Dr.7349.1.S1_at,7.196946364,7.056036538,7.328289972,6.854125116,6.970484544,6.769500332
Dr.5415.1.A1_at,12.7733091,12.85475904,12.92284538,13.38939396,12.80405926,13.21197878
Dr.16660.1.A1_at,8.75587568,8.569953476,9.310116894,8.665119145,8.735454779,8.446840884
Dr.8338.1.A1_at,8.694076172,8.95114265,8.905902603,9.25533949,8.85409543,9.756183379
Dr.13417.1.S1_at,12.2713769,12.09575948,11.95392048,11.62667593,12.15426272,11.4792112
Dr.16613.1.S1_at,9.767051512,9.590199997,9.554997141,9.419956145,9.518093062,9.400700734
Dr.14079.1.S1_at,10.79618574,10.97967047,10.6758277,10.77045299,10.54060922,10.92499155
Dr.21087.1.A1_at,3.879486106,3.488707353,3.916785646,3.754355443,4.020772341,3.882548325
Dr.10395.1.A1_at,9.187663123,8.851208821,8.797428928,8.520370518,8.650842341,8.00565913
Dr.16022.1.A1_at,7.346482857,3.924080101,5.493027918,5.254405411,7.665342154,4.752834971
Dr.4594.1.S1_at,9.504787395,9.987087436,10.22779065,10.3821911,9.692845733,10.14784918
Dr.4939.1.A1_at,5.555125671,6.060395767,5.565739543,5.903207151,5.772524015,5.827328513
Dr.17336.1.S1_at,8.478120621,7.393045028,9.375453148,8.467282567,8.34115242,8.10234946
Dr.17454.1.S1_at,8.566463917,8.903297855,9.001955339,9.117524162,8.94086693,9.277558415
Dr.25461.1.A1_at,11.88763281,11.8389413,12.24925441,11.69619149,12.3341249,11.76960792
Dr.14993.1.A1_at,7.592117719,7.500272401,7.782299708,7.116295487,7.728913122,7.368519643
Dr.11471.1.S1_at,8.911974705,8.777429529,9.357187161,8.791931207,8.77398567,8.328620092
Dr.99.1.S1_at,7.900725739,8.742455516,8.061004934,9.418290536,8.841263439,9.030528061
Dr.15871.1.S1_at,6.195417914,6.443109221,6.61012131,6.86109353,6.658516673,7.061890661
Dr.578.2.S1_a_at,7.889702965,7.315155704,7.840263265,7.193870331,6.771970843,6.216144625
Dr.14077.1.A1_at,5.180459679,6.396743929,5.77547726,6.178319217,5.752573609,6.052801422
Dr.25282.1.S1_at,5.224043223,6.726133948,4.136749923,5.88373547,6.020898506,6.26651923
Dr.19364.1.S1_at,6.602173087,6.270004203,7.690867391,5.292215043,7.870383614,6.531779557
Dr.5363.1.A1_at,7.866974838,7.795095646,8.241345032,7.625201755,8.420826176,7.563028764
AFFX-r2-Bs-phe-5_at,3.838326997,2.756520628,2.88544386,2.74086738,4.159421915,2.850468135
Dr.9731.1.S1_at,3.829950867,3.339563376,3.763123804,3.348363743,3.358306496,3.293506014
Dr.16308.1.A1_at,5.931587586,5.704392944,6.270734878,5.9677103,6.69927577,6.039737202
Dr.22630.1.S1_at,6.788684541,5.833477939,6.410679993,5.217629143,6.444537025,6.315396075
Dr.13870.1.S1_at,7.455536957,7.891652232,7.836183564,8.268588484,6.642833017,7.943325938
Dr.24928.3.S1_at,3.270542431,3.894463667,3.675992976,3.900223853,2.525989242,3.466750578
Dr.17330.1.A1_at,9.372429438,9.746131051,9.474127754,9.580631598,9.623547599,9.778682432
Dr.13543.1.S1_at,9.571525738,9.904602979,9.783965243,9.871078779,9.28066173,9.712165523
Dr.14868.1.S1_at,8.157218417,7.796674622,7.804777876,7.499022688,7.938454153,6.92215434
Dr.13121.1.A1_at,3.070920741,4.119084893,2.613951387,2.823720683,3.066731657,4.033177788
Dr.18590.1.A1_at,5.954357097,5.361982928,7.168235383,6.274320619,6.797187785,6.394259689
Dr.11406.1.S1_at,10.21411565,9.945974941,10.14418,9.844415516,9.728250581,9.56214429
Dr.18811.1.S1_at,4.201163668,5.801880082,4.813758623,5.635497195,5.239137863,5.453428011
Dr.14881.1.A1_at,9.754557232,9.164709992,9.324149761,9.056165364,10.34296,9.76920706
Dr.5872.1.A1_at,9.833039678,9.622753596,10.10444268,9.781806531,9.828631445,9.756946056
Dr.10477.1.S1_at,12.81141159,12.34980376,12.69845352,12.63221721,13.13387418,12.66379419
Dr.20108.1.S1_a_at,12.30242493,12.25724818,12.36175886,11.90709326,12.59077554,12.07198287
Dr.4405.1.A1_at,10.14956898,10.26125064,9.821085606,10.4142545,10.23408304,10.52948495
Dr.12233.1.S2_a_at,13.45519256,13.62280359,12.72719026,13.79206141,13.13200749,13.63483053
Dr.4283.1.A1_at,10.91525717,10.52771185,10.62238981,10.4873898,11.33859181,10.69868299
Dr.15844.1.S1_at,7.689270836,7.812277466,7.79239925,7.995732229,7.712218139,7.788365307
Dr.21827.1.A1_at,9.075075379,8.043985974,8.961046121,8.536406463,8.218651423,7.917050394
Dr.18088.1.S1_at,9.498886624,9.677088454,9.075632825,9.535202084,8.654787615,9.205052807
Dr.5291.1.A1_at,7.794917209,7.557907952,8.23987541,7.788665438,7.719463894,6.871337839
Dr.21415.1.A1_at,10.55686397,10.66782217,10.63569943,11.12281911,10.22228397,10.61726441
Dr.18239.1.S1_at,4.043181521,3.708546813,3.964312044,3.895926222,4.086204518,3.916784074
Dr.24110.1.A1_at,5.796349925,5.225377572,5.395145656,5.118328619,6.490363695,5.140298979
Dr.4098.1.A1_at,10.00294139,10.39764846,10.14963103,10.25848162,10.21838715,10.8608227
Dr.5122.1.S2_at,13.30987641,13.56617253,13.0948234,13.23719818,13.3872691,13.55135576
Dr.7614.1.A1_at,8.392824672,8.725289966,8.726404993,8.966806557,8.998205601,9.434218712
Dr.5708.1.A1_at,9.229781018,9.595312267,8.833851007,9.24109321,9.48846697,9.645699269
Dr.1961.1.S1_at,13.31923587,13.07430842,13.01390108,12.93782375,13.26421192,13.07222256
Dr.15381.1.S1_at,7.223739956,7.072416833,6.994186976,6.714156459,6.941307118,6.790266829
Dr.16750.2.A1_at,2.596607109,2.778345051,2.612700719,2.864592715,2.887709423,3.374638986
Dr.4286.1.A1_at,11.45109703,10.9663554,11.42084052,11.31821558,11.83068365,11.44859805
Dr.14325.1.S1_at,2.70070697,2.482073689,3.365001168,2.777302163,2.994144124,2.760093739
Dr.1345.2.A1_at,11.88940483,11.99866223,12.16823974,12.44394088,11.89327971,12.18528103
Dr.2204.1.A1_at,4.323633389,3.992171832,6.684665615,3.918157537,7.410425195,4.853396725
Dr.17286.1.S1_at,8.36810104,8.106168491,7.849800755,7.592812691,8.399593686,7.666033427
Dr.5094.3.A1_at,6.64975301,6.826844213,5.922667668,6.399424322,6.44712496,6.844637113
Dr.23520.1.A1_at,4.922874727,4.193479146,4.154793689,3.491011758,3.692879309,3.394062966
Dr.25039.1.A1_at,8.114588124,7.926730672,8.358938626,8.17757538,8.267421133,7.703991129
Dr.25291.4.S1_at,8.176092879,6.073814006,4.946475401,4.323559077,6.571585316,4.850875348
Dr.16076.1.S1_at,3.104960759,2.600397185,3.07229237,2.993975131,3.45263789,3.024803662
Dr.5605.1.S1_a_at,12.957362,13.00873079,12.79168179,13.14255569,12.74370918,12.96378146
Dr.6873.1.A1_at,6.029567877,6.48078877,5.397270518,5.812202737,5.794594156,5.9860117
Dr.18981.1.A1_at,6.166707049,5.940597409,6.382398365,6.200405701,6.08310949,5.593657016
Dr.20176.1.S1_at,9.130543422,8.941291155,9.85291934,9.190075279,9.086056343,8.649590742
Dr.10570.1.A1_at,6.589135933,6.812621055,5.205738239,6.112211167,5.520537511,6.743680914
Dr.16227.1.A1_at,8.312089454,8.636262048,8.849330468,9.120484323,8.539710673,8.731753036
Dr.2810.1.S1_at,5.747919764,6.872465687,6.816259438,7.074154576,5.092890624,7.081139895
Dr.11699.1.A1_at,9.588821598,9.338658573,9.5710198,8.925528181,9.113815677,8.911058583
Dr.8203.1.S1_at,9.335100159,8.777718818,8.8097756,8.403952626,8.265002099,7.642670285
Dr.15372.2.S1_at,14.52030381,14.41012777,14.47653809,14.387876,14.6243475,14.52025446
Dr.9621.1.A1_at,9.18964516,9.066232636,9.409343973,8.997876667,9.841755333,9.025375609
Dr.10840.1.S1_at,11.6825337,11.503932,11.40821849,11.22439408,11.91902549,11.53376786
Dr.18218.1.S1_at,10.28095638,10.21632115,10.15228565,9.80370358,10.43432173,9.943601224
AFFX-r2-Ec-bioD-5_at,11.32448226,10.9861336,11.76494826,11.43082111,11.49994045,11.37937018
Dr.5332.1.A1_at,6.254814159,6.875770997,5.345758118,6.240496159,6.4188702,6.633493473
Dr.284.1.S1_a_at,4.288892718,4.440418213,4.277872259,4.765115909,4.460317436,4.604902746
Dr.4317.1.A1_at,10.39539565,10.62212294,10.50925357,10.61321335,10.49170812,10.98910524
Dr.22408.1.A1_at,8.92259069,8.548429922,9.416379145,8.722690498,8.911559454,8.804454057
Dr.17940.1.A1_at,7.202796578,7.085821933,7.220678109,6.860032115,6.907232342,6.466904577
Dr.20010.10.A1_at,6.464444237,5.491111737,6.551333277,6.044433125,8.294633138,6.958169963
Dr.2413.1.S1_at,10.90755877,11.50501606,11.56506679,11.87730328,11.29920659,11.46913871
Dr.18401.1.S1_a_at,4.945809782,6.60778833,6.495856874,6.727418547,4.753835863,6.017715994
Dr.14875.2.S1_x_at,2.662320595,2.748134701,2.679729315,2.972049566,2.314825583,2.879385269
Dr.17469.1.A1_at,6.853375687,6.303208293,8.021534368,6.35876481,5.949264016,5.067239605
Dr.18282.6.A1_at,8.217718246,7.960797105,7.543949366,7.100953329,7.737570646,7.206125995
Dr.13665.1.A1_at,7.365577214,6.941507364,7.315804745,7.215908132,7.609222335,6.761358734
Dr.8282.2.S1_a_at,4.195539138,3.978874025,4.120555803,4.064983874,4.178130826,4.075404757
Dr.4619.1.A1_at,9.821088352,9.945065748,9.74973183,10.4058233,9.095384475,10.23901378
Dr.12278.1.A1_at,4.368831095,4.124061582,5.864569823,4.271467188,5.317786507,4.461185313
Dr.13383.2.A1_at,3.197949571,3.113200348,3.406906544,3.233573685,3.547809009,3.230805371
Dr.21224.1.S1_at,3.136082787,2.998221546,3.147713365,3.076932126,3.018716192,2.860331346
Dr.26378.1.S1_at,11.06055106,10.81189309,10.45251989,9.963348465,11.17704914,10.12976769
Dr.29.1.S1_at,8.478425858,7.94723722,8.843008867,8.596842457,9.424596856,8.76876129
Dr.2076.2.A1_x_at,7.115800775,3.997350863,8.253438843,6.169407303,7.867007839,7.41425558
Dr.321.1.S1_at,14.4199863,14.70342092,13.83206194,14.60424568,14.17047399,14.36019466
Dr.1309.1.S1_at,11.30290607,11.038608,11.36252235,10.75619752,11.85815151,11.55703819
Dr.21636.1.A1_at,4.985308174,4.673055456,5.624038042,5.223715376,6.049978585,5.028593081
Dr.2410.1.A1_at,10.8756359,11.18294129,10.82543505,10.93597206,10.87773732,10.97572862
Dr.25558.1.A1_at,13.08599401,13.43863881,13.31322589,13.4918022,13.59117254,13.77141235
Dr.12470.1.A1_at,2.746825587,3.636255437,2.246872347,3.078586618,2.766022269,2.839745243
Dr.22938.1.A1_at,5.117088093,4.488281627,4.569543443,4.509163386,5.29304629,4.626541557
Dr.3889.1.A1_at,9.045667281,9.172419035,8.302119048,8.981708555,8.408854143,8.853091792
Dr.24221.1.S1_at,11.91348394,11.77777068,11.85008579,11.70789274,12.09567028,11.96169345
Dr.23338.1.A1_at,6.790426647,6.521234879,6.552968254,6.501723122,6.751551146,6.579578217
Dr.6992.1.A1_at,5.229112436,5.903037153,5.920742255,6.194633066,5.568167621,5.776531745
Dr.26515.1.S1_at,8.691924298,9.45596461,8.4853092,9.108232592,7.138827704,7.969981001
Dr.25419.1.A1_at,9.083735506,9.008892305,9.022524418,8.780675313,9.007704869,8.583121088
Dr.13580.1.S1_at,11.52428699,11.23020687,11.49616763,11.04139529,11.31438627,11.27412863
Dr.8134.1.S1_at,4.827707818,4.303346285,4.730859935,4.581331241,4.53304617,3.643834451
Dr.15585.1.S1_at,10.71728053,10.67384198,10.89568918,10.54776068,10.69524516,10.46519266
Dr.4831.1.A1_at,9.756681004,9.373968701,9.778319504,9.535730524,9.203937956,8.77144071
Dr.24235.2.S1_at,6.977337895,7.574171057,7.152934337,7.377366754,7.670620236,8.457947123
Dr.12211.1.A1_at,6.396686066,6.971208975,6.258325693,6.371088069,5.703381343,6.485461869
Dr.12563.1.A1_at,7.781996303,7.615181675,7.960540516,7.707745672,8.392027262,7.726262135
Dr.8574.1.A1_at,3.053497814,3.884460275,3.381559521,4.206725777,4.620351502,5.052454813
Dr.14347.1.A1_at,5.821447055,5.968708453,5.42628744,5.650875568,5.535364176,5.722553023
Dr.503.1.S1_at,10.15155582,10.45229387,9.785617296,10.38206996,9.879776076,9.995289471
Dr.12007.1.A1_at,7.952096957,8.315096334,7.32261061,7.700296061,6.804428199,7.672827135
Dr.16990.1.S1_at,10.69196883,9.973442176,9.782659967,9.670020375,10.36963452,9.361036523
DrAffx.1.53.S1_at,10.21462054,9.790715514,10.13515652,9.970428654,10.07547313,9.993493077
Dr.22120.1.A1_at,4.885661018,5.260379633,5.675826809,6.000771775,5.512625033,5.974967906
Dr.25598.1.A1_at,10.93598483,10.2897796,11.20452041,8.89965986,11.06503457,10.45081
Dr.18401.2.A1_at,7.703087141,8.142280218,8.077086517,8.392648336,6.973133049,8.239097242
Dr.5859.1.A1_at,8.780700912,8.618316799,8.756662796,8.142439787,8.435859488,8.19224283
Dr.4114.1.S1_at,5.908302259,6.869879198,6.262958832,6.759093567,5.829600886,6.006344307
Dr.16044.1.S1_at,8.885445754,8.235831405,9.154614009,8.993900642,9.548404664,9.007699172
Dr.6639.1.S1_at,4.952366754,5.275381369,5.076645564,6.133818765,3.473116594,4.79673161
Dr.12656.1.S1_at,9.569735073,9.441277773,9.440172845,8.881133441,9.333814031,9.074446473
Dr.22511.1.A1_at,11.56961518,11.16629711,11.20788542,11.11465154,11.11272907,10.78782199
Dr.2665.1.A1_at,11.27861711,11.7887762,11.70126377,11.80957182,11.19164787,12.20030716
Dr.24091.1.A1_at,5.462171836,6.052183961,5.322356008,5.441695447,4.796655218,5.417468505
Dr.13300.1.S1_at,8.236992341,7.547697588,7.602568742,7.492502377,7.573070322,6.857828786
Dr.3746.1.A1_a_at,7.844979456,7.703646243,8.597852351,8.008721043,8.414816576,8.033502714
Dr.11310.4.S1_at,12.84839898,12.51217721,12.76774869,12.41881871,12.21356326,11.54840262
Dr.20805.1.S1_at,12.49156128,12.39735105,12.55368374,12.00804753,12.29772498,12.03027901
Dr.14491.1.S1_at,9.740175197,9.515224753,9.260372919,9.045763195,9.641672859,9.008461206
Dr.18693.1.S1_at,4.799195739,5.434579517,3.315259197,4.002689032,3.399597006,5.387061674
Dr.16561.2.A1_at,5.192362277,6.785778029,3.454869593,5.828749054,6.258072387,6.621612375
AFFX-r2-Ec-bioC-3_at,9.541698093,8.998256547,9.925474887,9.632892041,9.747613289,9.58295091
Dr.18234.1.A1_at,4.944725667,4.024491964,4.190515682,4.156088688,4.913601008,4.075955075
Dr.14226.1.S1_at,7.864152896,7.590642301,7.95071849,7.364699277,7.322504839,7.135604518
Dr.909.1.A1_at,11.62826752,11.46445184,11.71986082,11.62279506,11.80428259,11.69612926
Dr.93.1.A1_a_at,10.664559,11.26045,11.02788199,11.30631575,11.03708271,11.12479151
Dr.14998.2.S1_at,4.58613831,5.133102736,4.568204801,5.058644722,4.980689833,5.002204022
Dr.14159.1.A1_at,3.823021927,3.763204129,4.062444711,3.87243679,4.094099534,3.890456647
Dr.20071.1.S1_at,9.455299384,8.783809194,8.902078047,8.75442229,8.675633702,8.122658204
Dr.6360.1.A1_at,9.015499877,8.83028193,8.996408882,8.926330117,9.147250835,9.029041193
Dr.2335.1.A1_at,5.728130889,4.765269238,5.419708669,5.359159241,6.042192228,5.318584198
Dr.10589.1.S1_at,9.398922853,9.184395697,9.281179579,9.214038858,9.291180315,8.889480868
Dr.2851.1.A1_at,10.02232895,9.603070089,9.40152424,8.68128464,9.391396742,9.16072576
Dr.16499.3.S1_at,4.351328086,4.921511043,4.03094509,4.262684862,4.090144927,4.306179052
Dr.6897.1.S1_at,3.900618381,3.214366896,3.543059693,3.514336754,4.192251169,3.399586912
Dr.14607.1.A1_at,3.405083836,3.104586881,3.253772901,3.226880237,3.552380334,3.226720534
Dr.20577.1.S1_at,4.871055283,5.121690127,4.912651693,5.11150985,4.832651007,4.87491249
Dr.11020.1.S1_at,9.933679481,9.890436883,9.88104113,9.164976122,10.09255264,9.230661694
Dr.9478.2.S1_at,4.600407228,3.764661964,3.815038257,3.695598921,4.24186187,3.807296629
Dr.16480.1.A1_at,3.45591748,4.356904608,4.72759206,4.955743236,3.62225222,4.331431576
Dr.18130.1.S1_at,2.859033919,2.972069837,2.969227469,3.156744056,2.888411341,2.95780025
Dr.7363.1.A1_at,7.578292641,6.636570381,7.485643123,6.383397435,6.912909529,6.893814781
Dr.12240.1.A1_a_at,8.868101416,8.977352561,8.465397643,8.855636375,8.767253235,9.455592413
Dr.9681.2.S1_at,6.907359401,7.832005364,7.950087088,8.029398677,6.920506772,8.120765365
Dr.8786.1.A1_at,3.228238109,3.149455293,3.344073854,3.256947899,3.352859502,3.241677587
Dr.8754.1.S1_at,10.17090591,10.60471852,10.22746776,10.53218557,10.00264037,10.08795401
Dr.11764.2.A1_at,6.712379382,7.419769841,6.713989684,6.872893999,5.976848,6.578657482
Dr.20448.1.S1_at,8.811379569,8.94065324,7.613822253,9.44642745,7.23183393,8.571364403
Dr.26505.1.A1_at,9.245131538,9.871493234,9.956481989,10.17765874,10.09846534,10.47497247
Dr.1971.1.A1_at,12.42551979,12.65960824,12.24915012,12.37361335,12.12047251,12.7480589
Dr.16549.2.A1_x_at,3.7898496,5.102637748,3.751644078,4.917826011,3.850413825,3.897831784
Dr.1055.1.S1_at,13.62849114,13.70214941,12.74092181,13.82967612,12.76318536,13.53670557
Dr.3273.1.A1_at,2.582624974,2.756102778,2.819335866,3.034947124,2.788341909,3.372584142
Dr.4599.1.A1_at,8.095062866,8.087021649,8.361275194,7.877948588,8.329486432,7.799291032
Dr.7889.1.S1_at,12.16790289,12.03877344,11.96719785,11.68872053,11.8408221,11.41454739
Dr.15416.1.S1_at,7.72812125,8.086983753,8.147851456,8.230608051,7.907513274,8.543904566
Dr.16240.1.A1_at,4.976338625,4.357433061,5.64298209,4.090537369,4.468523395,4.217396642
Dr.5764.1.S1_at,5.340216499,5.372887663,5.204951772,5.462516358,5.263466493,5.653074771
Dr.23801.1.A1_at,6.659611586,5.501043222,5.656610355,5.295337466,5.322587469,3.515773448
Dr.10319.2.S1_a_at,4.245227716,4.779577281,4.265688086,4.682048776,5.167748053,5.930896831
Dr.5336.1.A1_at,9.007754256,8.217133156,9.005016735,8.817211635,8.653672589,8.373158081
Dr.11189.1.S1_at,10.33152933,10.24536073,10.22999975,9.535487618,10.17961173,9.753087308
Dr.18344.1.A1_at,8.638669787,8.442896597,8.608099377,8.403362356,8.328595943,8.250095083
Dr.17480.1.A2_at,2.932834592,2.885899164,3.317165976,2.965746631,3.37112584,3.012551851
Dr.251.1.S1_at,9.43126029,10.54914858,9.688219626,10.20736255,7.317087141,10.0165566
Dr.12533.1.A1_at,6.664759894,7.451336979,5.936413028,6.606971411,6.555820099,6.687836171
Dr.16675.1.A1_at,11.03306903,10.67859826,10.40399163,10.02699595,10.23608748,9.611123494
Dr.23451.1.S1_s_at,6.157910748,7.383009612,7.219183887,7.600248072,6.383648715,6.785474467
Dr.10096.1.A1_at,8.291574144,7.666870319,8.83681326,8.261846479,8.203964549,8.117287815
Dr.12584.1.S1_at,6.128171417,5.099935457,5.630785529,5.010994114,5.074222191,4.959873372
Dr.923.1.A1_at,6.39303375,6.143336662,5.874700816,5.230722804,5.63086569,4.843656724
Dr.4984.1.A1_at,3.64077627,3.485895626,3.643971362,3.599950357,3.742319793,3.615582574
Dr.21617.1.A1_at,7.795860761,7.28722724,7.857603643,7.639406288,8.303838317,8.029654846
Dr.14702.1.A1_at,6.076886109,6.043419167,6.60230522,5.354984003,6.117988592,5.074148048
Dr.2250.1.S1_at,11.53428656,11.64326837,11.58537938,11.6457014,11.38212095,11.60656177
Dr.17957.1.A1_at,2.940824626,2.798788248,3.076509918,2.969088578,3.287965485,3.029881325
Dr.7804.2.A1_at,12.43945147,12.73420784,12.46806636,12.77324639,13.01034746,13.22546217
Dr.716.1.A1_at,4.945491297,4.85776971,4.927837384,4.873348469,4.971040368,4.889065323
Dr.26513.1.S1_at,8.446708341,8.734875084,7.911547974,8.615142119,8.813158554,9.064673365
Dr.18314.1.A1_at,13.2520592,13.5230434,13.36814618,13.39322383,13.13116607,13.5485071
Dr.3650.1.S1_at,7.095483381,7.663301208,7.477744544,7.776597788,6.854906587,7.075023839
Dr.719.1.S1_at,9.903343702,9.982889788,10.14759239,10.57057176,9.76425058,10.44326778
Dr.3824.1.S1_at,11.31062043,11.29406116,11.58124982,11.20331014,11.66766641,11.2650401
Dr.14482.1.A1_at,9.600396162,8.587640454,8.90182513,8.877762902,9.491034637,8.154769588
Dr.2810.2.A1_at,10.65466723,11.05001956,11.23117073,11.39571056,10.78562266,11.69906878
Dr.7744.2.S1_at,2.97692942,2.936357307,3.072538381,2.956444315,3.082353874,2.963895312
Dr.9050.1.S1_at,7.519766468,7.760546475,6.807021818,8.325814325,8.164566207,9.053197207
Dr.11190.1.A1_at,4.47277147,3.907082133,5.88813412,4.758307167,5.081368043,4.742032691
Dr.20167.3.S1_at,4.377914497,3.285606713,4.244562982,3.303050983,7.165569098,3.476913988
Dr.4044.1.A1_at,12.01954061,11.99518344,12.25281978,11.66158274,11.99586948,11.42743467
Dr.2800.1.A1_at,9.559385545,9.324310074,9.504258045,9.22062448,9.100619862,8.969716325
Dr.1368.2.A1_at,12.95012226,13.1024913,12.97202585,13.23105001,12.39028243,13.0580696
Dr.4990.1.A1_at,7.10782521,6.830064695,7.171047078,6.984728067,6.955105485,6.918191908
Dr.21241.1.A1_at,5.73349799,5.456099801,6.482253488,5.938068225,5.578225013,5.187618746
Dr.5544.2.S1_a_at,9.0753319,9.406248802,9.555667916,9.826859981,9.77908679,10.18575099
Dr.13604.1.S1_at,9.301397293,8.349179404,9.03459375,8.767767964,9.63517832,9.287215912
Dr.12897.1.A1_at,6.925083688,7.594221917,7.446613907,7.505627659,6.657155381,7.262111705
Dr.5464.1.S1_at,9.230407815,9.096684587,9.53474779,9.341730977,9.259279611,8.849820444
Dr.12233.1.S1_at,9.995459469,11.06332387,7.48241681,10.54390199,10.29043643,11.0266746
Dr.13374.1.A1_at,7.416293721,7.536197221,7.242832522,7.424665413,6.951699173,7.449246584
Dr.16210.1.A1_at,2.989163884,2.812794754,2.852845805,2.827660893,2.988995293,2.825296919
Dr.2072.1.A1_at,10.78847519,10.83532793,10.68425483,10.95668771,10.90233849,11.10862741
Dr.15693.1.S1_at,9.348872397,9.987542718,9.745408946,9.930009911,9.109963943,9.409294852
Dr.25425.1.A1_at,5.51886794,5.422383489,5.660879573,4.915057871,6.19137413,5.620919829
Dr.1118.1.A1_at,6.133994897,5.639097636,6.087946331,5.993680878,5.739212043,5.343131459
Dr.26390.1.A1_at,4.150901258,4.936723266,4.101611179,4.237165538,4.010464444,4.354510808
Dr.3569.1.S1_at,4.150752447,3.944951375,4.483674432,4.20825384,4.680340342,3.759497741
Dr.11082.1.A1_at,6.438186061,6.165279805,7.836763433,7.015401078,6.948048692,5.688279583
Dr.19062.1.S1_at,7.395939591,7.050209835,7.538389887,7.496382009,7.517262357,7.176751389
Dr.9070.2.A1_at,13.38197729,13.48722021,13.16178556,13.42861271,13.24779378,13.32808289
Dr.11554.1.A1_at,6.830455279,5.544778057,5.570546821,5.097006637,5.815535942,5.496781613
Dr.25901.1.A1_at,3.195224592,2.926747795,3.195563123,3.124876272,3.604320138,3.140974721
Dr.15443.2.S1_at,14.50280071,14.29216979,14.50059744,14.46731269,14.48836106,14.17118291
Dr.21208.1.S1_at,3.174656596,3.591734535,3.528753936,3.566102905,3.310776068,3.562756773
Dr.13668.1.A1_at,7.909115743,8.415678782,6.660794482,8.204042117,8.513312667,9.086836878
Dr.21089.1.S1_at,5.690731889,6.043074065,5.831951901,5.85359829,5.484787005,6.007189847
Dr.16426.1.A1_at,9.527288238,9.857698091,9.6325448,9.708960845,9.425250046,10.15243455
Dr.2382.1.A1_at,10.5274789,10.22443821,10.80922206,10.68228269,10.51495048,10.31361758
Dr.16522.1.A1_at,10.47757264,10.01495406,10.82382292,10.29808125,10.72794069,10.66625024
Dr.6515.1.A1_at,6.695321545,6.789386616,6.109779269,6.649581925,6.045447944,6.439209589
Dr.9.1.S1_at,8.66135156,8.269453781,7.652587616,7.248884072,8.551867007,7.42909631
Dr.25449.1.A1_at,9.545588678,9.122956882,10.185401,9.523197019,9.982853329,9.848617705
Dr.12716.1.A1_at,6.368439607,6.970852238,6.384381161,6.624345659,6.245543775,6.373980631
Dr.18095.1.S1_at,8.129085545,8.790838591,8.197379813,8.719178684,8.218993163,8.237194603
Dr.5078.1.A1_at,10.83783272,10.86043399,10.56922139,10.87909742,10.47350932,10.90829448
Dr.1496.1.A1_at,10.4369179,10.03019946,10.0730186,9.919853579,10.16009834,10.06090617
Dr.6319.1.A1_at,7.872425252,7.261730177,7.891358815,7.760905692,8.163875086,7.880726321
Dr.21609.1.A1_at,4.151748966,4.818457506,2.803680505,5.769977985,5.908955986,7.398327666
Dr.4763.3.S1_at,7.819025191,6.428027867,6.573960266,6.429274369,8.217488231,7.112438244
Dr.13426.1.S1_at,7.9569623,7.714758849,8.687413347,7.815191865,7.783288946,7.474917304
Dr.13604.1.S2_at,7.568101454,7.384748644,7.527845316,6.934428756,7.786522093,7.581252764
Dr.20229.1.S1_at,9.926893874,9.892009902,9.926181663,9.552849962,10.14546259,9.518684475
Dr.11993.1.A1_at,3.351324163,3.748520431,3.347243816,3.366281612,3.372250159,3.763405709
Dr.8160.1.S1_at,4.079160007,3.926356516,4.099282427,4.066856741,4.201855961,4.029712322
Dr.21316.1.A1_at,2.604736774,2.922337178,2.681531358,2.716810249,2.612331889,2.781747185
Dr.3862.2.S1_at,5.086404958,3.980723536,5.047425216,4.659706236,6.781602699,5.615624029
Dr.12911.1.A1_at,10.50283519,10.05336505,9.859657718,9.691293115,10.56786913,9.475750592
Dr.84.1.S1_at,9.049138698,9.16313531,8.968618856,9.163991899,8.661872064,8.887151759
Dr.17569.1.A1_at,9.219766003,9.060692376,8.951655089,8.662558692,8.763056636,8.402973546
Dr.26299.1.A1_at,3.051204252,2.917962306,4.066812727,2.929436315,3.671857177,3.120677333
Dr.25911.1.A1_at,2.734506705,2.796067708,2.875781744,2.988340773,2.741653969,2.939270714
Dr.14916.1.A1_at,8.290005903,7.993441995,8.260133509,8.048347523,7.861466593,7.258602703
Dr.15435.1.S1_at,10.63045385,10.55884178,10.44906182,10.18755331,10.79200887,10.49497961
Dr.6817.2.A1_at,6.204347366,7.073279372,7.578168079,8.106713965,6.462359245,6.926333859
Dr.8133.1.S1_at,6.416293539,7.317208122,6.471281891,7.44503104,7.035924152,7.01702259
Dr.15009.1.S1_at,3.786888979,3.26026248,3.810161995,3.688315764,4.010279159,3.78935983
Dr.11306.1.S1_at,6.824925751,6.748342964,7.438959721,6.914206789,7.659872761,6.761095634
Dr.5043.1.A1_at,8.127281454,8.35593554,8.63920426,8.885415069,7.886341911,8.522607867
